17336673697	15884588694	20180301181255	1351
19154926260	14171709460	20180513194531	2641
15280214634	14930423697	20180322031322	1993
14410679238	18101213362	20180820110116	0819
17336673697	14930423697	20181020194520	2057
14171709460	15280214634	20181227115133	1182
16160892861	19154926260	20180301071557	0359
15280214634	19154926260	20180811225744	0632
19154926260	19154926260	20181231103042	2868
19154926260	17336673697	20180124231948	2337
15647679901	14171709460	20180902083220	0784
14171709460	19154926260	20181010185924	2961
15280214634	14171709460	20181120163445	1751
19154926260	19154926260	20180703022608	2263
19154926260	14171709460	20180611050842	0248
15280214634	19154926260	20181121132204	0856
16160892861	19154926260	20181220062947	1562
19154926260	19154926260	20180509214752	2766
19154926260	15280214634	20180718172407	2125
19154926260	15647679901	20180412095318	2164
19154926260	15884588694	20180805135349	0346
15647679901	17336673697	20180303132945	0035
17336673697	15647679901	20181121214247	2348
19154926260	17336673697	20181103113010	1923
15280214634	14930423697	20180203001224	1981
19154926260	15647679901	20181010085623	2560
15280214634	19154926260	20180519124644	0200
17336673697	19342117869	20181206093405	2565
19342117869	19154926260	20180321154523	0350
15884588694	17336673697	20180910110139	1766
15280214634	14171709460	20180813090305	0228
14410679238	15280214634	20180725053546	1122
18101213362	19154926260	20180622121034	1684
18101213362	14171709460	20180214034725	0694
18101213362	15280214634	20181023044131	1737
15647679901	18101213362	20180822125722	2807
17336673697	15781588029	20180810071039	1999
14930423697	18101213362	20180528060919	0572
19342117869	14171709460	20181005092539	1329
15781588029	19154926260	20181214041633	0835
14410679238	15280214634	20180813204935	1252
17336673697	15280214634	20180322213743	2822
15781588029	17336673697	20180714213244	1531
19154926260	19154926260	20180627082053	2108
15647679901	19154926260	20180513180836	0392
17336673697	14171709460	20180504083836	1143
19342117869	15280214634	20181020085425	1918
15647679901	15884588694	20180320100906	1401
16160892861	15781588029	20181211062206	0919
19154926260	14171709460	20180720205912	2682
16160892861	19154926260	20180813081217	1188
15781588029	17336673697	20181110090901	0909
14171709460	15781588029	20181119222751	1424
15280214634	19154926260	20180906120908	0911
15884588694	19154926260	20181014054933	1106
14410679238	14171709460	20180429002008	1762
19154926260	15647679901	20180418152543	2813
15781588029	14410679238	20181102053854	2331
17336673697	15280214634	20181123143221	2505
14171709460	14930423697	20180604153233	1710
14930423697	19154926260	20180127024322	1194
19154926260	15884588694	20181119131300	1817
15647679901	14930423697	20180616205019	0835
19342117869	15781588029	20180325192136	1444
14410679238	14171709460	20180528163715	2349
17336673697	19154926260	20180126103557	1130
15884588694	15280214634	20180820080926	0322
14410679238	14410679238	20181117023121	2785
15280214634	15280214634	20181116143131	2032
19154926260	16160892861	20181223235458	1103
17336673697	19154926260	20180624211553	2018
19154926260	15781588029	20181218155807	0043
19342117869	14171709460	20180808191654	1523
14410679238	17336673697	20180727185424	2287
14171709460	19154926260	20180828190236	0543
18101213362	15781588029	20180918124830	1980
18101213362	16160892861	20180115171635	0745
14410679238	15884588694	20181115201210	1913
15280214634	14410679238	20180226022653	0638
15647679901	16160892861	20181211211448	1618
19154926260	18101213362	20180402213511	2885
15280214634	19154926260	20180108062933	2190
18101213362	15884588694	20180805094914	2531
15280214634	16160892861	20180627070349	0954
15781588029	14410679238	20180903124134	2220
19154926260	14171709460	20180904135138	2168
15280214634	19342117869	20180517185111	0611
14410679238	14930423697	20180211233330	0206
14171709460	15647679901	20180905081607	0833
19154926260	19154926260	20180823054601	2627
17336673697	19342117869	20180105232125	0522
19154926260	19154926260	20180408175455	2832
14171709460	19154926260	20180711061653	1183
15647679901	19154926260	20180423100334	1881
14930423697	15280214634	20180923113639	2367
19154926260	16160892861	20180925054544	0796
15781588029	16160892861	20180801080932	1855
19154926260	15781588029	20181125130545	1610
14410679238	16160892861	20180718132601	1608
15280214634	19342117869	20180423081401	1199
15647679901	19342117869	20180209085935	1563
19342117869	19154926260	20181223022832	1647
17336673697	15781588029	20181208051416	0113
15647679901	15884588694	20181206161018	2879
19154926260	14171709460	20180317114538	0623
19154926260	14410679238	20180602030404	1866
14930423697	15781588029	20180404181136	1015
14410679238	15647679901	20180130160820	2662
15781588029	19154926260	20180113141633	1467
19154926260	19154926260	20180402195649	2996
14171709460	17336673697	20180204041439	2113
19154926260	17336673697	20180523064344	2217
19154926260	15280214634	20181001110502	0613
19154926260	19342117869	20181229063146	2201
14171709460	19154926260	20181202220520	0131
16160892861	19342117869	20180323231244	2919
17336673697	14410679238	20180311114444	0760
14410679238	19342117869	20181029043758	1734
19154926260	19154926260	20180522062109	0170
14930423697	19154926260	20180917175150	2971
17336673697	14171709460	20181010215726	1465
15884588694	15280214634	20181125232138	0096
14171709460	19154926260	20181130100258	2611
19154926260	14930423697	20180125202205	2191
15280214634	19154926260	20180823084127	2418
19154926260	14410679238	20180313033839	0275
14171709460	17336673697	20180322030232	1841
19342117869	14930423697	20180509233012	0543
19154926260	19154926260	20180824030153	1747
15647679901	15280214634	20181113025712	0112
14171709460	17336673697	20181117033505	0654
14410679238	19154926260	20180929075202	1988
14410679238	14171709460	20180524123756	2465
17336673697	19154926260	20181104100656	0574
15647679901	14410679238	20181218120827	0372
17336673697	15647679901	20180320034205	1528
19154926260	19154926260	20180312234154	2005
15647679901	17336673697	20180518112204	1253
16160892861	15781588029	20180601183237	1337
19154926260	19154926260	20180201075559	0350
